case,current_density_A_cm2,target_voltage_V,model_voltage_V,residual_V
pressao_1atm,0.901,0.618399641577061,0.6173377223517926,-0.0010619192252683263
pressao_1atm,0.9109,0.6129032258064517,0.6120033175179811,-0.0008999082884706411
pressao_1atm,0.9208,0.6073605734767025,0.6065794001478727,-0.0007811733288297651
pressao_1atm,0.9307,0.6012433691756273,0.6010631757660083,-0.00018019340961894503
pressao_1atm,0.9406,0.5954125448028674,0.5954517720716171,3.922726874971971e-05
pressao_1atm,0.9505,0.589247311827957,0.5897422364951814,0.0004949246672244501
pressao_1atm,0.9604,0.5839189964157706,0.583931533690746,1.2537274975410462e-05
pressao_1atm,0.9703,0.5778498207885305,0.57801654296165,0.00016672217311941573
pressao_1atm,0.9802,0.5724254480286738,0.5719940556173193,-0.0004313924113544809
pressao_1atm,0.9901,0.5661410394265234,0.5658607722587162,-0.00028026716780715777
pressao_1atm,1.0,0.5605734767025089,0.5596132999899939,-0.0009601767125150262
pressao_5atm,0.01,1.0099283154121863,1.016891911198789,0.006963595786602772
pressao_5atm,0.0199,0.9973594982078854,0.995818804896992,-0.0015406933108933485
pressao_5atm,0.0298,0.9847906810035842,0.9825753791627193,-0.002215301840864936
pressao_5atm,0.0397,0.9717736559139786,0.9725479103193032,0.000774254405324637
pressao_5atm,0.0496,0.9618035842293908,0.9642826095805802,0.002479025351189379
pressao_5atm,0.0595,0.953649641577061,0.9571302572147605,0.0034806156376995245
pressao_5atm,0.0693999999999999,0.948493906810036,0.9507439515795054,0.002250044769469439
pressao_5atm,0.0793,0.9432313620071684,0.9449163370225383,0.001684975015369905
pressao_5atm,0.0891999999999999,0.9380222222222224,0.9395134896181713,0.0014912673959488476
pressao_5atm,0.0990999999999999,0.9333333333333332,0.9344438409310168,0.0011105075976836076
pressao_5atm,0.1089999999999999,0.9290322580645162,0.9296419778577708,0.0006097197932546372
pressao_5atm,0.1188999999999999,0.924731182795699,0.9250595149902713,0.00032833219457228946
pressao_5atm,0.1288,0.9204301075268818,0.9206596300168782,0.00022952248999641434
pressao_5atm,0.1387,0.916426164874552,0.9164136284231199,-1.2536451432065832e-05
