case,current_density_A_cm2,current_A,E_nernst_V,V_act_V,V_ohm_V,V_conc_V,V_cell_V,V_stack_V,P_stack_W,efficiency_percent,temperature_K,air_pressure_atm
T_298,0.1,23.200000000000003,1.2278801614079802,0.29479214479710697,0.022696351600000005,0.00851735141242104,0.9018743135984522,36.976846857536536,857.8628470948478,51.08557295897582,298.15,5.0
T_298,0.10416666666666667,24.166666666666668,1.2278801614079802,0.2956855760111503,0.02364203291666667,0.008622710501978655,0.8999298419781846,36.89712352110557,891.6804850933846,50.97543073036805,298.15,5.0
T_298,0.10833333333333334,25.133333333333333,1.2278801614079802,0.2965439615403237,0.02458771423333334,0.00872937287670262,0.8980191127576205,36.81878362306244,925.3787617263025,50.867199798928716,298.15,5.0
T_298,0.1125,26.1,1.2278801614079802,0.2973699473218704,0.025533395550000004,0.008837354658146682,0.8961394638779631,36.74171801899649,958.9588402958084,50.76072937557685,298.15,5.0
T_298,0.11666666666666667,27.066666666666666,1.2278801614079802,0.2981658905104708,0.02647907686666667,0.008946672167287168,0.8942885218635556,36.665829396405776,992.421782329383,50.65588501767229,298.15,5.0
T_298,0.12083333333333333,28.033333333333335,1.2278801614079802,0.298933900031559,0.02742475818333334,0.009057341926989837,0.8924641612660981,36.59103061191002,1025.7685581538776,50.55254633178264,298.15,5.0
T_298,0.125,29.0,1.2278801614079802,0.2996758702568632,0.028370439500000004,0.009169380664507232,0.8906644709866098,36.517243310451,1059.000056003079,50.45060506603184,298.15,5.0
T_298,0.12916666666666665,29.96666666666666,1.2278801614079802,0.3003935091561207,0.029316120816666666,0.009282805314006935,0.8888877261211858,36.444396770968616,1092.1170899033593,50.34996351533732,298.15,5.0
T_298,0.13333333333333333,30.933333333333334,1.2278801614079802,0.3010883619778126,0.03026180213333334,0.009397633019131098,0.8871323642777031,36.37242693538583,1125.1204065346017,50.250533179898625,298.15,5.0
T_298,0.1375,31.900000000000002,1.2278801614079802,0.3017618312848334,0.031207483450000007,0.009513881135587618,0.8853969655375592,36.301275587039925,1158.0106912265737,50.15223363015448,298.15,5.0
T_298,0.14166666666666666,32.86666666666667,1.2278801614079802,0.3024151939983181,0.03215316476666667,0.009631567233773387,0.883680235409222,36.23088965177811,1190.7885732217737,50.054991541207386,298.15,5.0
T_298,0.14583333333333334,33.833333333333336,1.2278801614079802,0.30304961597022706,0.03309884608333334,0.009750709101429974,0.8819809902529898,36.16122060037258,1223.4546303126058,49.95873986722686,298.15,5.0
T_298,0.15,34.8,1.2278801614079802,0.303666164502576,0.0340445274,0.00987132474633217,0.8802981447590721,36.09222393512196,1256.009392942244,49.86341713216059,298.15,5.0
T_298,0.15416666666666667,35.766666666666666,1.2278801614079802,0.3042658191510103,0.03499020871666667,0.009993432399009785,0.8786307011412934,36.02385874679303,1288.4533478436308,49.76896681762493,298.15,5.0
T_298,0.15833333333333333,36.733333333333334,1.2278801614079802,0.304849481087352,0.035935890033333334,0.010117050515503108,0.8769777397717917,35.95608733064346,1320.7869412789698,49.67533683241876,298.15,5.0
T_298,0.1625,37.7,1.2278801614079802,0.3054179812457927,0.03688157135,0.010242197780152461,0.875338411032035,35.888874852313435,1353.0105819322166,49.58247905093428,298.15,5.0
T_298,0.16666666666666666,38.666666666666664,1.2278801614079802,0.30597208743756876,0.03782725266666667,0.010368893108422256,0.8737119281953225,35.82218905600822,1385.1246434989844,49.490348909994935,298.15,5.0
T_298,0.17083333333333334,39.63333333333333,1.2278801614079802,0.3065125105869955,0.03877293398333334,0.010497155649759983,0.8720975611878914,35.756000008703545,1417.1294670116172,49.398905055460894,298.15,5.0
T_298,0.175,40.599999999999994,1.2278801614079802,0.3070399102159399,0.0397186153,0.010627004790490563,0.8704946311015497,35.69027987516354,1449.0253629316396,49.308109031403816,298.15,5.0
T_298,0.17916666666666667,41.56666666666667,1.2278801614079802,0.30755489928287055,0.04066429661666667,0.010758460156746518,0.8689025053516964,35.625002719419555,1480.8126130372063,49.21792500583881,298.15,5.0
T_298,0.18333333333333332,42.53333333333333,1.2278801614079802,0.308058048465539,0.041609977933333334,0.010891541617434365,0.8673205933916734,35.56014432905861,1512.4914721292928,49.12831952796906,298.15,5.0
T_298,0.1875,43.5,1.2278801614079802,0.3085498899623322,0.04255565925,0.011026269287237713,0.8657483429084102,35.49568205924482,1544.0621695771497,49.039261312692865,298.15,5.0
T_298,0.19166666666666665,44.46666666666666,1.2278801614079802,0.30903092087578643,0.04350134056666667,0.01116266352965752,0.8641852364358695,35.43159469387065,1575.5249107207815,48.950721048776245,298.15,5.0
T_298,0.19583333333333333,45.43333333333333,1.2278801614079802,0.3095016062321939,0.04444702188333334,0.011300744960089943,0.862630788332363,35.36786232162688,1606.8798781459145,48.862671227636774,298.15,5.0
T_298,0.2,46.400000000000006,1.2278801614079802,0.3099623816832816,0.04539270320000001,0.011440534448942255,0.8610845420757564,35.30446622510601,1638.127232844919,48.775085990133725,298.15,5.0
T_298,0.20416666666666666,47.36666666666667,1.2278801614079802,0.31041365592930376,0.04633838451666667,0.011582053124787339,0.8595460678372223,35.241388781326116,1669.2671152754804,48.68794098913625,298.15,5.0
T_298,0.20833333333333334,48.333333333333336,1.2278801614079802,0.31085581289732495,0.04728406583333334,0.011725322377557157,0.8580149602997648,35.17861337229036,1700.2996463273673,48.60121326595635,298.15,5.0
T_298,0.2125,49.3,1.2278801614079802,0.31128921370378715,0.04822974715000001,0.011870363861775757,0.8564908366924172,35.1161243043891,1731.2249282063826,48.514881138998454,298.15,5.0
T_298,0.21666666666666667,50.266666666666666,1.2278801614079802,0.31171419842649833,0.04917542846666668,0.01201719949983226,0.8549733350149828,35.0539067356143,1762.0430452435453,48.428924103201936,298.15,5.0
